"","Data/Time","ensemble_avg","ensemble_min","ensemble_max","ensemble_med","Obs setup","Obs wspd","Obs wdir"
"1",2019-04-06 18:00:00,NA,NA,NA,NA,3.47922497382466,5.65884,120
"2",2019-04-06 19:00:00,NA,NA,NA,NA,4.38910011262669,6.68772,100
"3",2019-04-06 20:00:00,NA,NA,NA,NA,5.65372949861532,6.68772,110
"4",2019-04-06 21:00:00,NA,NA,NA,NA,6.62707363538172,5.65884,120
"5",2019-04-06 22:00:00,NA,NA,NA,NA,8.54545368618494,7.20216,120
"6",2019-04-06 23:00:00,NA,NA,NA,NA,10.080817765038,5.1444,130
"7",2019-04-07 00:00:00,NA,NA,NA,NA,11.9497854060257,5.1444,140
"8",2019-04-07 01:00:00,NA,NA,NA,NA,12.5127650624603,4.11552,130
"9",2019-04-07 02:00:00,NA,NA,NA,NA,12.966202384833,4.62996,120
"10",2019-04-07 03:00:00,NA,NA,NA,NA,13.4355631157328,3.08664,130
"11",2019-04-07 04:00:00,NA,NA,NA,NA,13.2920317278403,3.60108,140
"12",2019-04-07 05:00:00,NA,NA,NA,NA,12.733316756838,2.5722,150
"13",2019-04-07 06:00:00,NA,NA,NA,NA,12.1483585093454,3.08664,160
"14",2019-04-07 07:00:00,NA,NA,NA,NA,11.4221258055661,2.05776,120
"15",2019-04-07 08:00:00,NA,NA,NA,NA,10.3068608086162,1.54332,130
"16",2019-04-07 09:00:00,NA,NA,NA,NA,9.11841615517001,1.54332,140
"17",2019-04-07 10:00:00,NA,NA,NA,NA,7.7567260643601,2.5722,110
"18",2019-04-07 11:00:00,NA,NA,NA,NA,6.30243747866915,0,0
"19",2019-04-07 12:00:00,NA,NA,NA,NA,4.81405314885164,0,0
"20",2019-04-07 13:00:00,NA,NA,NA,NA,4.49602515141989,2.5722,150
"21",2019-04-07 14:00:00,NA,NA,NA,NA,4.49602515141989,4.62996,120
"22",2019-04-07 15:00:00,NA,NA,NA,NA,4.56954794725982,4.62996,110
"23",2019-04-07 16:00:00,NA,NA,NA,NA,4.53653845351871,6.17328,100
"24",2019-04-07 17:00:00,NA,NA,NA,NA,5.05250379598732,6.68772,110
"25",2019-04-07 18:00:00,NA,NA,NA,NA,5.56734673427504,6.17328,120
"26",2019-04-07 19:00:00,NA,NA,NA,NA,6.93274628528915,7.20216,120
"27",2019-04-07 20:00:00,NA,NA,NA,NA,8.40098267494171,6.68772,130
"28",2019-04-07 21:00:00,NA,NA,NA,NA,9.6981105328987,6.17328,120
"29",2019-04-07 22:00:00,NA,NA,NA,NA,10.0279592199454,5.65884,100
"30",2019-04-07 23:00:00,NA,NA,NA,NA,11.7104290711416,5.1444,130
"31",2019-04-08 00:00:00,NA,NA,NA,NA,13.9028295320383,5.65884,140
"32",2019-04-08 01:00:00,NA,NA,NA,NA,15.5494863009273,6.68772,140
"33",2019-04-08 02:00:00,NA,NA,NA,NA,15.7231676320964,5.1444,120
"34",2019-04-08 03:00:00,NA,NA,NA,NA,15.7238447080071,3.60108,120
"35",2019-04-08 04:00:00,NA,NA,NA,NA,15.5885236719141,3.60108,130
"36",2019-04-08 05:00:00,NA,NA,NA,NA,14.3967660596041,1.54332,130
"37",2019-04-08 06:00:00,NA,NA,NA,NA,13.2343367701196,3.60108,110
"38",2019-04-08 07:00:00,NA,NA,NA,NA,11.8773713035046,4.11552,100
"39",2019-04-08 08:00:00,NA,NA,NA,NA,10.2782967277907,3.08664,100
"40",2019-04-08 09:00:00,NA,NA,NA,NA,9.35670878376166,3.08664,110
"41",2019-04-08 10:00:00,NA,NA,NA,NA,8.92701189160406,2.05776,140
"42",2019-04-08 11:00:00,NA,NA,NA,NA,7.87530665357564,1.54332,140
